test_id,number,problem,choice_1,choice_2,choice_3,choice_4,choice_5,answer
KSAT_2022_11_수능_화학Ⅰ,18,"다음은 A(g)와 B(g)가 반응하여 C(g)와 D(g)를 생성하는 반응의 화학 반응식이다.
A(g) + 4B(g) → 3C(g) + 2D(g)
표는 실린더에 A(g)와 B(g)를 넣고 반응을 완결시킨 실험 I~Ⅲ에 대한 자료이다. I과 Ⅱ에서 B(g)는 모두 반응하였고, I에서 반응 후 생성물의 전체 질량은 21wg이다.
실험 I: A(g)의 질량(g) 15w, B(g)의 질량(g) 16w, 남아 있는 반응물의 양(mol) 3
실험 II: A(g)의 질량(g) 10w, B(g)의 질량(g) xW, 남아 있는 반응물의 양(mol) 2
실험 III: A(g)의 질량(g) 10w, B(g)의 질량(g) 48w, 남아 있는 반응물의 양(mol) y
x+y는? [3점]",11,12,13,14,15,1
KSAT_2022_11_수능_화학Ⅰ,19,"다음은 a M HA(aq), b M H2B(aq), 5/2 a M NaOH(aq)의 부피를 달리하여 혼합한 수용액 (가)~(다)에 대한 자료이다.
○ 수용액에서 HA는 H+과 A-으로, H2B는 H+과 B2-으로 모두 이온화된다.
혼합 수용액 (가): HA(aq) 3V, H2B(aq) V, NaOH(aq) 2V, 모든 양이온의 몰 농도(M) 합 (상댓값) 5
혼합 수용액 (나): HA(aq) V, H2B(aq) xV, NaOH(aq) 2xV, 모든 양이온의 몰 농도(M) 합 (상댓값) 9
혼합 수용액 (다): HA(aq) xV, H2B(aq) xV, NaOH(aq) 3V, 모든 양이온의 몰 농도(M) 합 (상댓값) y
○ (가)는 중성이다.
x는? (단, 혼합 수용액의 부피는 혼합 전 각 수용액의 부피의 합과 같고, 물의 자동 이온화는 무시한다.)",1,2,3,4,5,2
KSAT_2022_11_수능_화학Ⅰ,20,"표는 t℃, 1기압에서 실린더 (가)와 (나)에 들어 있는 기체에 대한 자료이다.
실린더 (가): 기체의 질량비 XaY2b : XY = 1 : 2, 전체 기체의 밀도(상댓값) 9, (X 원자 수 / Y 원자 수) 13/24
실린더 (나): 기체의 질량비 XaY2b : XY3 = 1 : 1, 전체 기체의 밀도(상댓값) 8, (X 원자 수 / Y 원자 수) 11/28
(XY의 분자량) / (XY3의 분자량)는? (단, X와 Y는 임의의 원소 기호이다.) [3점]",2/3,4/3,3/2,8/3,10/3,4
KSAT_2021_04_고3_물리학Ⅰ,1,"[MultiModal] 그림은 물체 A, B, C의 운동에 대한 설명이다.
A. 등속 원운동하는 장난감 비행기 A
B. 연직 아래로 떨어지는 사과 B
C. 포물선 운동하는 축구공 C
A, B, C 중 속력과 운동 방향이 모두 변하는 물체를 있는 대로 고른 것은?",A,C,"A, B","B, C","A, B, C",2
KSAT_2021_04_고3_물리학Ⅰ,2,"[MultiModal] 그림 (가)는 전자기파를 진동수에 따라 분류한 것이고, (나)는 전자기파 ㉠, ㉡을 이용한 장치를 나타낸 것이다.
(가)의 A, B, C 중 ㉠, ㉡이 해당하는 영역은?","㉠: A, ㉡: B","㉠: A, ㉡: C","㉠: B, ㉡: A","㉠: B, ㉡: C","㉠: C, ㉡: A",1
KSAT_2021_04_고3_물리학Ⅰ,4,"[MultiModal] 그림은 빛에 의한 현상 A, B, C를 나타낸 것이다.
A. 전하 결합 소자에서 전자-양공쌍이 생성된다.
B. 비누 막에서 다양한 색의 무늬가 보인다.
C. 지폐의 숫자 부분이 보는 각도에 따라 다른 색으로 보인다.
빛의 입자성으로 설명할 수 있는 현상만을 있는 대로 고른 것은?",A,B,"A, C","B, C","A, B, C",1
KSAT_2021_04_고3_물리학Ⅰ,6,"[MultiModal] 그림은 물체 A가 v₀의 속력으로 등속도 운동을 하다가 정지해 있는 물체 B와 충돌한 후 A, B가 같은 방향으로 각각 등속도 운동을 하는 모습을 나타낸 것이다. A, B의 질량은 각각 3m, m이고, 충돌 후 속력은 B가 A의 2배이다.
충돌하는 동안 A가 B로부터 받은 충격량의 크기는? [3점]",¹⁄₃ mv₀,³⁄₄ mv₀,⁴⁄₅ mv₀,⁶⁄₅ mv₀,⁹⁄₅ mv₀,3
KSAT_2021_04_고3_물리학Ⅰ,10,"[MultiModal] 그림 (가)는 물체 A와 질량이 m인 물체 B를 실로 연결한 후, 손이 A에 연직 아래 방향으로 일정한 힘 F를 가해 A, B가 정지한 모습을 나타낸 것이다. 실이 A를 당기는 힘의 크기는 F의 크기의 3배이다. 그림 (나)는 (가)에서 A를 놓은 순간부터 A, B가 가속도의 크기 ⁹/₈g로 등가속도 운동을 하는 모습을 나타낸 것이다.
(나)에서 실이 A를 당기는 힘의 크기는? (단, 중력 가속도는 g이고, 실의 질량, 모든 마찰과 공기 저항은 무시한다.) [3점]",¹⁄₄ mg,¹⁄₂ mg,¹⁄₃ mg,³⁄₄ mg,⁵⁄₃ mg,2
KSAT_2021_04_고3_물리학Ⅰ,18,"[MultiModal] 그림 (가)와 같이 마찰이 없는 빗면에서 가만히 놓은 물체 A가 점 p를 지나 점 q를 v의 속력으로 통과하는 순간, 물체 B를 p에 가만히 놓았다. p와 q 사이의 거리는 L이고, A가 p에서 q까지 운동하는 동안 A의 평균 속력은 ⁴⁄₅v이다. 그림 (나)는 (가)의 A, B가 운동하여 B가 q를 지나는 순간 A가 점 r를 지나는 모습을 나타낸 것이다.
q와 r 사이의 거리는? (단, 물체의 크기, 공기 저항은 무시한다.)",⁵⁄₂ L,³⁄₂ L,⁷⁄₂ L,⁴L,⁹⁄₂ L,3
KSAT_2021_04_고3_물리학Ⅰ,19,"[MultiModal] 그림 (가)와 같이 점전하 A, B, C가 각각 x=0, x=d, x=2d에 고정되어 있다. 양(+)전하 B에는 +x방향으로 크기가 F인 전기력이 작용한다. 그림 (나)와 같이 (가)의 C를 x=4d로 옮겨 고정시켰더니 B에는 +x방향으로 크기가 2F인 전기력이 작용한다.
A와 C의 전하량의 크기를 각각 Qᴀ, Qᴄ라 할 때, Qᴀ/Qᴄ는? [3점]",¹⁰⁄₉,¹³⁄₉,⁵⁄₃,¹⁷⁄₉,²⁰⁄₉,4
KSAT_2021_04_고3_물리학Ⅰ,20,"[MultiModal] 그림 (가)는 마찰이 있는 수평면에서 물체와 연결된 용수철을 원래 길이에서 2L만큼 압축하여 물체를 점 p에 정지시킨 모습을 나타낸 것이다. 물체가 p에 있을 때, 용수철에 저장된 탄성 퍼텐셜 에너지는 E₀이다. 그림 (나)는 (가)에서 물체를 가만히 놓았더니 물체가 점 q, r를 지나 정지한 순간의 모습을 나타낸 것이다. p와 q 사이, q와 r 사이의 거리는 각각 2L, L이다. (나)에서 물체가 q에서 r까지 운동하는 동안, 물체의 운동 에너지 감소량은 용수철에 저장된 탄성 퍼텐셜 에너지 증가량의 ⁵⁄₆배이다.
(나)에서 물체가 q, r를 지나는 순간 용수철에 저장된 탄성 퍼텐셜 에너지와 물체의 운동 에너지의 합을 각각 E₁, E₂라 할 때, E₁ - E₂는? (단, 물체의 크기, 용수철의 질량은 무시한다.) [3점]",¹⁰⁄₃ E₀,¹⁰⁄₉ E₀,⁸⁄₃ E₀,⁵⁄₃ E₀,⁴⁄₃ E₀,1
KSAT_2021_09_고3_물리학Ⅰ,2,"[MultiModal] 그림은 주어진 핵반응에 대해 학생 A, B, C가 대화하는 모습을 나타낸 것이다.
제시한 내용이 옳은 학생만을 있는 대로 고른 것은?",A,C,"A, B","B, C","A, B, C",5
KSAT_2021_09_고3_물리학Ⅰ,11,"[MultiModal] 그림과 같이 수평면에서 간격 L을 유지하며 일정한 속력 3v로 운동하던 물체 A, B가 빗면을 따라 운동한다. A가 점 p를 속력 2v로 지나는 순간에 B는 점 q를 속력 v로 지난다.
p와 q 사이의 거리는? (단, A, B는 동일 연직면에서 운동하며, 물체의 크기, 모든 마찰은 무시한다.)",(√3/2)L,(3/2)L,(√2)L,(√5/2)L,(3/√2)L,2
KSAT_2021_09_고3_물리학Ⅰ,17,"[MultiModal] 다음은 전자기 유도에 대한 실험이다.
[실험 과정]
(가) 그림과 같이 플라스틱 관에 감긴 코일, 저항, p-n 접합 다이오드, 스위치, 검류계가 연결된 회로를 구성한다.
(나) 스위치를 a에 연결하고, 자석의 N극을 아래로 한다.
(다) 관의 중심축을 따라 통과하도록 자석을 점 q에서 가만히 놓고, 자석을 놓은 순간부터 시간에 따른 전류를 측정한다.
(라) 스위치를 b에 연결하고, 자석의 S극을 아래로 한다.
(마) (다)를 반복한다.
[실험 결과]
(다)의 결과 (마)의 결과
⑦으로 가장 적절한 것은? [3점]",1번 이미지,2번 이미지,3번 이미지,4번 이미지,5번 이미지,5
KSAT_2021_09_고3_물리학Ⅰ,18,"[MultiModal] 그림 (가)는 마찰이 없는 수평면에서 물체 A가 정지해 있는 물체 B를 향하여 등속도 운동을 하는 모습을, (나)는 (가)에서 A와 B 사이의 거리를 시간에 따라 나타낸 것이다. 벽에 충돌 직후 B의 속력은 충돌 직전과 같다. A, B는 질량이 각각 mA, mB이고, 동일 직선상에서 운동한다.
mA : mB는? [3점]",5 : 3,3 : 2,1 : 1,2 : 5,1 : 3,4
KSAT_2023_09_고3_화학Ⅰ,1,"[MultiModal] 다음은 일상생활에서 이용되고 있는 물질에 대한 자료와 이에 대한 학생들의 대화이다.
○ ㉠ 메테인(CH₄)을 연소시켜 난방을 하거나 음식을 익힌다.
○ ㉡ 질산 암모늄(NH₄NO₃)이 물에 용해되는 반응을 이용하여 냉찜질 주머니를 차갑게 만든다.
[그림] ⑦은 탄소 화합물이야. ㉡의 연소는 흡열 반응이야. ㉡이 일어날 때 주위로 열이 방출돼.
제시한 내용이 옳은 학생만을 있는 대로 고른 것은?",A,B,"A, C","B, C","A, B, C",2
KSAT_2023_09_고3_화학Ⅰ,3,"[MultiModal] 그림은 실린더에 AB₃(g)와 C₂(g)를 넣고 반응을 완결시켰을 때, 반응 전과 후 실린더에 존재하는 물질을 나타낸 것이다. 반응 전과 후 실린더 속 기체의 부피는 각각 V₁과 V₂이다.
--- 피스톤
반응 전: AB₃(g), C₂(g)
반응 후: B₂(g), A₂C₃(s)
V₂/V₁는? (단, A~C는 임의의 원소 기호이고, 실린더 속 기체의 온도와 압력은 일정하다.) [3점]",6/7,3/4,5/7,4/7,3/7,2
KSAT_2023_09_고3_화학Ⅰ,4,"다음은 학생 A가 수행한 탐구 활동이다.
[가설]
○ 구조가 직선형인 분자와 평면 삼각형인 분자는 모두 무극성 분자이다.
[탐구 과정 및 결과]
(가) 구조가 직선형인 분자와 평면 삼각형인 분자를 찾고, 각 분자의 극성 여부를 조사하였다.
(나) (가)에서 조사한 분자를 구조와 극성 여부에 따라 분류하였다.
--- 직선형: CO₂, ..., 극성: ..., ...
평면 삼각형: BF₃, ..., 극성: ..., ...
[결론]
○ 가설에 어긋나는 분자가 있으므로 가설은 옳지 않다.
학생 A의 탐구 과정 및 결과와 결론이 타당할 때, 다음 중 ㉠과 ㉡으로 적절한 것은?","㉠: H₂O, ㉡: BCl₃","㉠: H₂O, ㉡: HCHO","㉠: HCN, ㉡: BCl₃","㉠: HCN, ㉡: HCHO","㉠: HCN, ㉡: NH₃",4
KSAT_2023_09_고3_화학Ⅰ,14,"다음은 금속 M과 관련된 산화 환원 반응에 대한 자료이다. M의 산화물에서 산소(O)의 산화수는 -2이다.
○ 화학 반응식
(가) MO₂ + 4HCl → MCl₂ + 2H₂O + Cl₂
(나) 2MO₂ + aI₂ + bOH⁻ → 2MO + cH₂O + dI⁻ (a~d는 반응 계수)
○ 반응물에서 M의 산화수 / 생성물에서 M의 산화수 는 (가) : (나) = 7:2이다.
b+d / x는? (단, M은 임의의 원소 기호이다.) [3점]",1/4,2/7,3/4,3/2,5/1,2
KSAT_2023_09_고3_화학Ⅰ,15,"다음은 25℃에서 식초 1g에 들어 있는 아세트산(CH₃COOH)의 질량을 알아보기 위한 중화 적정 실험이다.
[실험 과정]
(가) 식초 10g을 준비한다.
(나) (가)의 식초에 물을 넣어 25℃에서 밀도가 d g/mL인 수용액 50g을 만든다.
(다) (나)에서 만든 수용액 20mL에 페놀프탈레인 용액을 2~3방울 넣고 x M NaOH(aq)으로 적정한다.
(라) (다)의 수용액 전체가 붉게 변하는 순간까지 넣어 준 NaOH(aq)의 부피(V)를 측정한다.
[실험 결과]
V: 50 mL
○ (가)에서 식초 1g에 들어 있는 CH₃COOH의 질량: a g
x는? (단, CH₃COOH의 분자량은 60이고, 온도는 25℃로 일정하며, 중화 적정 과정에서 식초에 포함된 물질 중 CH₃COOH만 NaOH과 반응한다.)",ad/3,2ad/3,ad,4ad/3,5ad/3,4
KSAT_2023_09_고3_화학Ⅰ,18,"[MultiModal] 다음은 t℃, 1기압에서 실린더 (가)와 (나)에 들어 있는 기체에 대한 자료이다.
--- 피스톤
(가) XY₄(g), Y₂Z(g) 8.0g, 5VL
(나) XY₄(g), XY₄Z(g) 8.6g, 4VL
○ Y 원자 수는 (가)에서가 (나)에서의 2배이다.
○ X 원자 수 / Z 원자 수는 (가)에서가 (나)에서의 6배이다.
○ (가)에서 Z의 질량은 4.8g이고, (나)에서 XY₄(g)의 질량은 w g이다.
X의 원자량 / Z의 원자량은? (단, X~Z는 임의의 원소 기호이다.) [3점]",1.2,1.8,2.4,3.0,3.6,5
KSAT_2023_09_고3_화학Ⅰ,19,"[MultiModal] 표는 a M HCl(aq), b M NaOH(aq), c M KOH(aq)의 부피를 달리하여 혼합한 용액 (가)~(다)에 대한 자료이다. (가)의 액성은 중성이다.
--- 표: 혼합 용액 (가) HCl(aq) 10, NaOH(aq) 10, KOH(aq) 10; (나) HCl(aq) x, NaOH(aq) 20, KOH(aq) 30; (다) HCl(aq) x, NaOH(aq) y, KOH(aq) y
혼합 용액에 존재하는 양이온 수의 비율
--- 표: 혼합 용액 (가) 1/3, 2/3, (나) 1/1, 1/3, 1/3
x는? (단, 물의 자동 이온화는 무시한다.)
y",1/2,3/2,1,4/2,5/3,1
KSAT_2023_09_고3_화학Ⅰ,20,"다음은 A(g)와 B(g)가 반응하여 C(s)와 D(g)를 생성하는 반응의 화학 반응식이다.
A(g) + 3B(g) → C(s) + 3D(g)
표는 실린더에 A(g)와 B(g)를 넣고 반응을 완결시킨 실험 I~III에 대한 자료이다. I~III에서 A(g)는 모두 반응하였고, I에서 반응 후 생성된 D(g)의 질량은 27w g이며, A의 화학식량 / C의 화학식량 = 2/5이다.
--- 표: 실험 I A(g)의 질량(g) 14w, B(g)의 질량(g) 96w, 반응 후 D(g)의 양(mol) 27w; 실험 II A(g)의 질량(g) 7w, B(g)의 질량(g) xW, 반응 후 D(g)의 양(mol) y; 실험 III A(g)의 질량(g) 7w, B(g)의 질량(g) 36w, 반응 후 D(g)의 양(mol) 2
x+y는? [3점]",42,36,30,24,18,2
KSAT_2021_04_고3_화학Ⅰ,1,"다음은 실생활 문제 해결에 기여한 물질에 대한 설명이다.
○: 암모니아를 원료로 만든 물질로 식량 문제 해결에 기여
○ 시멘트: 석회석을 원료로 만든 물질로 [MultiModal] 문제 해결에 기여
다음 중 ㉠과 ㉡으로 가장 적절한 것은?","① ㉠: 유리, ㉡: 의류","② ㉠: 질소비료, ㉡: 의류","③ ㉠: 유리, ㉡: 주거","④ ㉠: 질소비료, ㉡: 주거","⑤ ㉠: 석유, ㉡: 의류",4
KSAT_2021_04_고3_화학Ⅰ,7,"표는 A 수용액 (가), (나)에 대한 자료이다. A의 화학식량은 100이고, (가)의 밀도는 dg/mL이다.
[MultiModal] 수용액 | 물의 질량(g) | A의 질량(g) | 농도(%)
(가) | 60 | a | 3b
(나) | 200 | 2a | 2b
(가)의 몰농도(M)는?",① 1/600 d,② 1/400 d,③ 5/3 d,④ 15/2 d,⑤ 2/5 d,4
KSAT_2021_04_고3_화학Ⅰ,8,"[MultiModal] 다음은 바닥상태 원자 X에 대한 자료이다.
○ 2주기 원소이다.
○ (전자가 들어 있는 p 오비탈 수) / (전자가 들어 있는 오비탈 수) = 1이다.
다음 중 X의 바닥상태 전자 배치로 적절한 것은? (단, X는 임의의 원소 기호이다.)",① 1s²2s²2p¹,② 1s²2s²2p²,③ 1s²2s²2p³,④ 1s²2s²2p⁴,⑤ 1s²2s²2p⁵,4
KSAT_2021_04_고3_화학Ⅰ,19,"[MultiModal] 표는 2M BOH(aq) 10mL에 xM H₂A(aq)의 부피를 달리하여 혼합한 용액(가)~(다)에 대한 자료이다.
혼합 용액 | (가) | (나) | (다)
혼합 전 용액의 부피(mL)
2 M BOH(aq) | 10 | 10 | 10
x M H₂A(aq) | V | 3V | 5V
모든 이온의 수 | 7n | 9n | -
모든 이온의 몰농도(M) 합 | - | 5 | 15/7
㉠은? (단, 혼합 용액의 부피는 혼합 전 각 용액의 부피의 합과 같고, 물의 자동 이온화는 무시한다. H₂A와 BOH는 수용액에서 완전히 이온화하고, A²⁻, B⁺은 반응에 참여하지 않는다.)",① 2/15,② 1/5,③ 1/3,④ 2/3,⑤ 3/4,2
KSAT_2022_03_고3_화학Ⅰ,1,"다음은 물질 X에 대한 설명이다.
○ 탄소 화합물이다.
○ 구성 원소는 3가지이다.
○ 수용액은 산성이다.
다음 중 X로 가장 적절한 것은?",메테인(CH4),암모니아(NH3),염화 나트륨(NaCl),아세트산(CH3COOH),설탕(C12H22O11),4
KSAT_2022_03_고3_화학Ⅰ,13,"다음은 A(aq)에 관한 실험이다. A의 화학식량은 40이다.
(가) A(s) 4g을 모두 물에 녹여 x M A(aq) 100 mL를 만든다.
(나) x M A(aq) 25mL에 물을 넣어 y M A(aq) 200 mL를 만든다.
(다) x M A(aq) 50mL와 y M A(aq) VmL를 혼합하고 물을 넣어 0.3M A(aq) 200mL를 만든다.
x × V는? (단, 온도는 일정하다.)",10,40,50,80,100,1
KSAT_2022_04_고3_화학Ⅱ,1,"다음은 연소 반응에 대한 설명이다.
연소 반응은 물질이 산소와 반응하여 빛과 열을 내는 (가) 반응이며, 연소 반응의 엔탈피 변화(△H)는 (나) 이다.
다음 중 (가)와 (나)로 가장 적절한 것은?","발열, △H < 0","흡열, △H < 0","발열, △H > 0","흡열, △H > 0","발열, △H = 0",1
KSAT_2022_04_고3_화학Ⅱ,2,"[MultiModal] 그림은 용기에 같은 질량의 A(g), B(g)가 각각 들어 있는 것을 나타낸 것이다. 분자량은 A가 B의 2배이다. y분의 x는?",1,2,4분의 9,4,2분의 9,1
KSAT_2022_04_고3_화학Ⅱ,10,"[MultiModal] 그림은 A(aq) 100g에 물을 추가할 때, 추가한 물의 질량에 따른 A(aq)의 퍼센트 농도(%)를 나타낸 것이다. A(aq)의 ppm 농도(ppm)는? (단, A는 비휘발성이다.)",50,500,5000,50000,500000,4
KSAT_2022_04_고3_화학Ⅱ,14,"다음은 25℃, 1 atm에서 OF₂(g)와 Cl₂O(g)가 반응하는 열화학 반응식과 4가지 결합의 결합 에너지이다. 이 자료로부터 구한 x + y는? [3점]",270,395,605,790,1210,2
KSAT_2022_04_고3_화학Ⅱ,16,"[MultiModal] 표는 A 수용액 (가), (나)에서 A의 몰 분율을, 그림은 일정량의 (가)에 (나)를 추가할 때, 추가한 (나)의 질량에 따른 혼합 용액의 증기 압력을 나타낸 것이다. 추가한 (나)의 질량이 증가할수록 혼합 용액의 증기 압력은 152 mmHg에 수렴한다. ⑦의 혼합 용액에서 A의 몰 분율은? (단, 온도는 일정하고, A는 비휘발성, 비전해질이며 수용액은 라울 법칙을 따른다.) [3점]",1/32,1/16,1/8,5/16,5/8,2
KSAT_2022_04_고3_화학Ⅱ,17,"표는 물 100g에 용질 A와 B를 녹인 수용액 (가), (나)에 대한 자료이다. x/y a는? (단, A와 B는 비휘발성, 비전해질이고 서로 반응하지 않으며, 수용액은 라울 법칙을 따른다.) [3점]",-2t,2-t,-0.5t,4t,2t,1
KSAT_2022_04_고3_화학Ⅱ,18,"다음은 25℃, 1 atm에서의 2가지 열화학 반응식과 3가지 물질의 생성 엔탈피이다. 이 자료로부터 구한 x는?",(a + 3b + 2y) / 4,(3a - 2b + y) / 2,(3a + 2b + 2y) / 4,a + 2b - y,3a - 3b + 2y,3
KSAT_2022_04_고3_화학Ⅱ,19,"[MultiModal] 그림 (가)는 피스톤으로 분리된 실린더 I, II에 A(g)와 B(g)가 각각 들어 있는 상태를, (나)는 (가)의 실린더 I에 A(g) w g을 추가한 후 고정 장치를 풀고, 충분한 시간이 흐른 후의 상태를 나타낸 것이다. 실린더 I 속 A(g)의 밀도비는 (가) : (나) = 9 : 8이다. B의 분자량 분의 A의 분자량은? (단, 온도는 일정하고, 피스톤의 마찰은 무시한다.) [3점]",8분의 9,2,4분의 9,3,2분의 9,5
KSAT_2025_07_고3_화학Ⅰ,3,"[MultiModal] 다음은 되베라이너의 세 쌍 원소설에 대해 조사한 자료이고, 그림은 원소 A~F와 각 원소의 원자량을 나타낸 주기율표의 일부이다.
- 되베라이너는 화학적 성질이 비슷한 세 가지 원소 쌍에서 두 원소의 원자량 평균이 나머지 원소의 원자량과 비슷함을 발견했다.
- 원소 쌍의 예시: 원소(원자량) Cl(35.5), Br(79.9), I(126.9)
원소 A~F 중 세 쌍 원소설에 해당하는 원소 쌍으로 가장 적절한 것은? (단, A~F는 임의의 원소 기호이다.)","A, B, C","A, D, E","B, C, F","B, E, F","C, D, E",2
KSAT_2025_07_고3_화학Ⅰ,4,"[MultiModal] 다음은 학생 A가 수행한 탐구 활동이다.
[가설]
- 산소(O)가 포함된 화합물에서 O의 산화수는 항상 -2이다.
[탐구 과정 및 결과]
- (가) 산소(O)가 포함된 화합물을 찾고, 각 화합물에서 O의 산화수를 조사하였다.
- (나) (가)에서 조사한 내용을 표로 정리하였다.
[결론]
- 가설에 어긋나는 화합물이 있으므로 가설은 옳지 않다.
학생 A의 탐구 과정 및 결과와 결론이 타당할 때, 다음 중 ⑦과 으로 적절한 것은?","CO₂, H₂O₂","O₂F₂, H₂O₂","H₂O₂, Al₂O₃","Al₂O₃, CO₂","Al₂O₃, O₂F₂",1
KSAT_2025_07_고3_화학Ⅰ,9,"[MultiModal] 그림은 실린더에 A(s)와 B₂(g)를 넣고 반응을 완결시켰을 때, 반응 전과 후 실린더에 존재하는 물질을 나타낸 것이다. 화학식량 비는 B₂ : A₂B₃ = 1 : 5이다.
이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? (단, A와 B는 임의의 원소 기호이다.)
<보기>
ㄱ. 생성된 A₂B₃의 질량은 (x+y)g이다.
ㄴ. x=y이다.
ㄷ. ⑥은 3이다.",9/8,3/4,7/4,13/13,13/4,3
KSAT_2025_07_고3_화학Ⅰ,17,"[MultiModal] 다음은 25℃에서 식초 A, B 각 1g에 들어 있는 아세트산(CH₃COOH)의 질량을 알아보기 위한 중화 적정 실험이다. CH₃COOH의 분자량은 60이다.
[실험 과정]
(가) 식초 A, B를 준비한다.
(나) 식초 A 10g에 물을 넣어 25℃에서 밀도가 d_A g/mL인 수용액 I 100g을 만든다.
(다) 20mL의 I에 페놀프탈레인 용액을 2~3방울 넣고 aM KOH(aq)으로 적정하였을 때, 수용액 전체가 붉게 변하는 순간까지 넣어 준 KOH(aq)의 부피(V)를 측정한다.
(라) 식초 B 10g에 물을 넣어 25℃에서 밀도가 d_B g/mL인 수용액 II 50 mL를 만든다.
(마) 20mL의 I 대신 10g의 II를 이용하여 (다)를 반복한다.
[실험 결과]
- (다)에서 V: 20 mL
- (마)에서 V: 40 mL
- (가)에서 식초 1g에 들어 있는 CH₃COOH의 질량
x는? (단, 온도는 25℃로 일정하며, 중화 적정 과정에서 식초 A, B에 포함된 물질 중 CH₃COOH만 KOH과 반응한다.)",d_A / (d_B * 2w),d_A / (d_B * 4w),2w * d_A / d_B,4w * d_A / d_B,w * d_A / d_B,4
KSAT_2025_07_고3_화학Ⅰ,18,"[MultiModal] 다음은 A(g)와 B(g)가 반응하여 C(g)를 생성하는 반응의 화학 반응식이다.
aA(g) + B(g) → 2C(g) (a는 반응 계수)
표는 실린더에 A(g)와 B(g)의 질량을 달리하여 넣고 반응을 완결시킨 실험 I~III에 대한 자료이다. 반응 후 남은 반응물의 양(mol)의 비는 I : II = 4 : 1이다.
이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? (단, 실린더 속 기체의 온도와 압력은 일정하다.)",12/35,15/28,15/14,15/2,15,4
KSAT_2025_07_고3_화학Ⅰ,20,"[MultiModal] 표는 2x M NaOH(aq), y M H₂A(aq), x M HB(aq)의 부피를 달리하여 혼합한 용액 (가)~(다)에 대한 자료이다.
이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? (단, 혼합 용액의 부피는 혼합 전 각 수용액의 부피의 합과 같고, 수용액에서 H₂A는 H⁺과 A²⁻으로, HB는 H⁺과 B⁻으로 모두 이온화되며, 물의 자동 이온화는 무시한다.)",16/55,22/3,12,55/5,55,5
KSAT_2024_06_고3_물리학Ⅰ,1,[MultiModal] 그림은 전자기파를 파장에 따라 분류한 것이다. 이에 대한 설명으로 옳은 것은?,X선은 TV용 리모컨에 이용된다.,자외선은 살균 기능이 있는 제품에 이용된다.,파장은 감마선이 마이크로파보다 길다.,진동수는 가시광선이 라디오파보다 작다.,진공에서 속력은 적외선이 마이크로파보다 크다.,2
KSAT_2024_06_고3_물리학Ⅰ,3,[MultiModal] 그림 (가)는 보어의 수소 원자 모형에서 양자수 n에 따른 에너지 준위의 일부와 전자의 전이 a~d를 나타낸 것이다. 그림 (나)는 (가)의 a~d에서 방출되는 빛의 스펙트럼을 파장에 따라 나타낸 것이다. (나)의 ㉠~㉢에 해당하는 전자의 전이로 옳은 것은?,"a, b, c, d","a, c, b, d","d, a, b, c","d, b, c, a","d, c, b, a",5
KSAT_2024_06_고3_물리학Ⅰ,6,"[MultiModal] 그림은 진행 방향이 서로 반대인 동일한 두 파동 X, Y의 중첩에 대해 학생 A, B, C가 대화하는 모습을 나타낸 것이다. 점 P, Q, R는 x축상의 고정된 점이다. 제시한 내용이 옳은 학생만을 있는 대로 고른 것은?",A,B,"A, C","B, C","A, B, C",4
KSAT_2024_06_고3_물리학Ⅰ,10,"[MultiModal] 그림은 열효율이 0.2인 열기관에서 일정량의 이상 기체가 상태 A→B→C→D→A를 따라 변할 때 기체의 압력과 부피를 나타낸 것이다. A→B와 C→D는 각각 압력이 일정한 과정, B→C는 온도가 일정한 과정, D→A는 단열 과정이다. 표는 각 과정에서 기체가 외부에 한 일 또는 외부로부터 받은 일을 나타낸 것이다. C→D 과정에서 기체의 내부 에너지 감소량은?",240J,280J,320J,360J,400J,4
KSAT_2024_06_고3_물리학Ⅰ,13,"[MultiModal] 그림은 입자 A, B, C의 운동 에너지와 속력을 나타낸 것이다. A, B, C의 물질파 파장을 각각 λA, λB, λC라고 할 때, λA, λB, λC를 비교한 것으로 옳은 것은?",λA > λB > λC,λA > λB = λC,λB > λA > λC,λB > λA = λC,λC > λB > λA,5
KSAT_2024_06_고3_물리학Ⅰ,20,"[MultiModal] 그림 (가)와 같이 물체 A, B, C가 실로 연결되어 등가속도 운동한다. A, B의 질량은 각각 3m, 8m이고, 실 p가 B를 당기는 힘의 크기는 1mg이다. 그림 (나)는 (가)에서 A, C의 위치를 바꾸어 연결했을 때 등가속도 운동하는 모습을 나타낸 것이다. B의 가속도의 크기는 (나)에서가 (가)에서의 2배이다. C의 질량은? (단, 중력 가속도는 g이고, 실의 질량, 모든 마찰은 무시한다.)",4m,5m,6m,7m,8m,2
